"","OTU","Sample","Abundance","Replicates","Treatment","Genotype","Day","Kingdom","Phylum","Class","Order","Family","Genus"
"73","57b50e6e3ddfafe90166e29ca03d3259","MBSF16",0.227839536007733,1,"Wastewater_Daphnia","LRV_8.5_3","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"74","57b50e6e3ddfafe90166e29ca03d3259","MBSF2",0.227813607048778,2,"Wastewater_Daphnia","LRV_0_1","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"75","57b50e6e3ddfafe90166e29ca03d3259","MBSF23",0.207383279044517,2,"Wastewater_Daphnia","LRV_12_3","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"76","57b50e6e3ddfafe90166e29ca03d3259","MBSF32",0.199990354938272,2,"Wastewater_Daphnia","LR2_36_1","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"77","57b50e6e3ddfafe90166e29ca03d3259","MBSF20",0.193393665158371,2,"Wastewater_Daphnia","LRV_12_3","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"78","57b50e6e3ddfafe90166e29ca03d3259","MBSF6",0.188431634724905,3,"Wastewater_Daphnia","LRV_0_1","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"79","57b50e6e3ddfafe90166e29ca03d3259","MBSF3",0.168666942566791,3,"Wastewater_Daphnia","LRV_0_1","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"80","57b50e6e3ddfafe90166e29ca03d3259","MBSF26",0.166397568620002,2,"Wastewater_Daphnia","LRV_12_3","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"81","57b50e6e3ddfafe90166e29ca03d3259","MBSF7",0.155218035563082,1,"Wastewater_Daphnia","LRV_0_1","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"82","57b50e6e3ddfafe90166e29ca03d3259","MBSF30",0.155008367200574,3,"Wastewater_Daphnia","LR2_36_1","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"83","57b50e6e3ddfafe90166e29ca03d3259","R1D2BW",0.143764381040037,1,"Wastewater_Control","CONTROL","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"84","57b50e6e3ddfafe90166e29ca03d3259","MBSF1",0.139432206608431,1,"Wastewater_Daphnia","LRV_0_1","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"85","57b50e6e3ddfafe90166e29ca03d3259","R1D3BW",0.139240506329114,1,"Wastewater_Control","CONTROL","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"86","57b50e6e3ddfafe90166e29ca03d3259","MBSF19",0.120830384524652,1,"Wastewater_Daphnia","LRV_12_3","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"87","57b50e6e3ddfafe90166e29ca03d3259","MBSF28",0.120115774240232,1,"Wastewater_Daphnia","LR2_36_1","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"88","57b50e6e3ddfafe90166e29ca03d3259","MBSF8",0.119395049329474,2,"Wastewater_Daphnia","LRV_0_1","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"89","57b50e6e3ddfafe90166e29ca03d3259","MBSF9",0.0973119903352462,3,"Wastewater_Daphnia","LRV_0_1","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
