"","OTU","Sample","Abundance","Replicates","Treatment","Genotype","Day","Kingdom","Phylum","Class","Order","Family","Genus"
"43","3a625aba8cc8cdd34c30616d25bd3fdb","R3D3BW",0.0682321665928223,3,"Wastewater_Control","CONTROL","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"44","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF6",0.0596617392462378,3,"Wastewater_Daphnia","LRV_0_1","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"45","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF16",0.0563211769397793,1,"Wastewater_Daphnia","LRV_8.5_3","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"46","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF8",0.0561339772274157,2,"Wastewater_Daphnia","LRV_0_1","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"47","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF7",0.0559322785090635,1,"Wastewater_Daphnia","LRV_0_1","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"48","3a625aba8cc8cdd34c30616d25bd3fdb","R2D1BW",0.0553880266075388,2,"Wastewater_Control","CONTROL","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"49","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF5",0.0550064270200789,2,"Wastewater_Daphnia","LRV_0_1","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"50","3a625aba8cc8cdd34c30616d25bd3fdb","R3D1BW",0.0548364216685876,3,"Wastewater_Control","CONTROL","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"51","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF23",0.0544995347600691,2,"Wastewater_Daphnia","LRV_12_3","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"52","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF9",0.0473110658279437,3,"Wastewater_Daphnia","LRV_0_1","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"53","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF13",0.0459586549551947,1,"Wastewater_Daphnia","LRV_8.5_3","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"54","3a625aba8cc8cdd34c30616d25bd3fdb","R2D2BW",0.0433067375886525,2,"Wastewater_Control","CONTROL","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"55","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF2",0.0405513206878213,2,"Wastewater_Daphnia","LRV_0_1","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"56","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF1",0.0397813138945684,1,"Wastewater_Daphnia","LRV_0_1","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"57","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF32",0.0377785669892569,2,"Wastewater_Daphnia","LR2_36_1","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"58","3a625aba8cc8cdd34c30616d25bd3fdb","R2D3BW",0.0358029067706487,2,"Wastewater_Control","CONTROL","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"59","3a625aba8cc8cdd34c30616d25bd3fdb","R1D1BW",0.034342000177478,1,"Wastewater_Control","CONTROL","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"60","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF28",0.0293097313645259,1,"Wastewater_Daphnia","LR2_36_1","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"61","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF20",0.0291275048767512,2,"Wastewater_Daphnia","LRV_12_3","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"62","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF3",0.025683475770728,3,"Wastewater_Daphnia","LRV_0_1","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"63","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF19",0.0241982118233175,1,"Wastewater_Daphnia","LRV_12_3","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"64","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF25",0.0224330555062954,1,"Wastewater_Daphnia","LRV_12_3","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"65","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF10",0.0218508997429306,1,"Wastewater_Daphnia","LRV_8.5_3","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"66","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF17",0.0189331796213364,2,"Wastewater_Daphnia","LRV_8.5_3","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"67","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF24",0.0177034342000177,3,"Wastewater_Daphnia","LRV_12_3","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"68","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF30",0.017422529591701,3,"Wastewater_Daphnia","LR2_36_1","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"69","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF15",0.00961708916858713,3,"Wastewater_Daphnia","LRV_8.5_3","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"70","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF14",0.00531962053373526,2,"Wastewater_Daphnia","LRV_8.5_3","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"71","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF12",0.00358851674641148,3,"Wastewater_Daphnia","LRV_8.5_3","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"72","3a625aba8cc8cdd34c30616d25bd3fdb","MBSF11",0.00225953657347924,2,"Wastewater_Daphnia","LRV_8.5_3","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"73","3a625aba8cc8cdd34c30616d25bd3fdb","R3D2BW8532",0.00155265726199982,3,"Wastewater_Control","CONTROL","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"74","64103f6795b02ed78383eea1ab6d29a2","MBSF17",0.263157894736842,2,"Wastewater_Daphnia","LRV_8.5_3","D3","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"75","64103f6795b02ed78383eea1ab6d29a2","MBSF15",0.245701116823258,3,"Wastewater_Daphnia","LRV_8.5_3","D2","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"76","64103f6795b02ed78383eea1ab6d29a2","MBSF14",0.24239737565387,2,"Wastewater_Daphnia","LRV_8.5_3","D2","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"77","64103f6795b02ed78383eea1ab6d29a2","R3D2BW8532",0.241416023422944,3,"Wastewater_Control","CONTROL","D2","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"78","64103f6795b02ed78383eea1ab6d29a2","MBSF12",0.23444976076555,3,"Wastewater_Daphnia","LRV_8.5_3","D1","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"79","64103f6795b02ed78383eea1ab6d29a2","MBSF19",0.191984342333526,1,"Wastewater_Daphnia","LRV_12_3","D1","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"80","64103f6795b02ed78383eea1ab6d29a2","MBSF11",0.189668158256169,2,"Wastewater_Daphnia","LRV_8.5_3","D1","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"81","64103f6795b02ed78383eea1ab6d29a2","MBSF24",0.00399325583459047,3,"Wastewater_Daphnia","LRV_12_3","D2","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"82","64103f6795b02ed78383eea1ab6d29a2","MBSF28",0.00382494218110656,1,"Wastewater_Daphnia","LR2_36_1","D1","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"83","64103f6795b02ed78383eea1ab6d29a2","MBSF30",0.00345790663652081,3,"Wastewater_Daphnia","LR2_36_1","D1","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"84","64103f6795b02ed78383eea1ab6d29a2","MBSF1",0.00324473286514357,1,"Wastewater_Daphnia","LRV_0_1","D1","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"85","64103f6795b02ed78383eea1ab6d29a2","MBSF25",0.00292605071821245,1,"Wastewater_Daphnia","LRV_12_3","D3","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"86","64103f6795b02ed78383eea1ab6d29a2","MBSF32",0.00248601615910503,2,"Wastewater_Daphnia","LR2_36_1","D2","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"87","64103f6795b02ed78383eea1ab6d29a2","R1D1BW",0.00204099742656846,1,"Wastewater_Control","CONTROL","D1","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"88","64103f6795b02ed78383eea1ab6d29a2","MBSF10",0.00195018172147859,1,"Wastewater_Daphnia","LRV_8.5_3","D1","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"89","64103f6795b02ed78383eea1ab6d29a2","R2D3BW",0.00141793690180787,2,"Wastewater_Control","CONTROL","D3","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"90","64103f6795b02ed78383eea1ab6d29a2","MBSF23",0.000753245602374939,2,"Wastewater_Daphnia","LRV_12_3","D2","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"91","64103f6795b02ed78383eea1ab6d29a2","R3D3BW",0.000708905626938414,3,"Wastewater_Control","CONTROL","D3","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"92","64103f6795b02ed78383eea1ab6d29a2","MBSF8",0.0006202649417394,2,"Wastewater_Daphnia","LRV_0_1","D3","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"93","64103f6795b02ed78383eea1ab6d29a2","R3D1BW",0.000531962053373526,3,"Wastewater_Control","CONTROL","D1","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"94","64103f6795b02ed78383eea1ab6d29a2","R1D2BW",0.000400106695118698,1,"Wastewater_Control","CONTROL","D2","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"95","64103f6795b02ed78383eea1ab6d29a2","MBSF20",0.000399006916119879,2,"Wastewater_Daphnia","LRV_12_3","D1","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"96","64103f6795b02ed78383eea1ab6d29a2","MBSF4",0.000398971540030144,1,"Wastewater_Daphnia","LRV_0_1","D2","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"97","64103f6795b02ed78383eea1ab6d29a2","MBSF7",0.000398883127243718,1,"Wastewater_Daphnia","LRV_0_1","D3","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"98","64103f6795b02ed78383eea1ab6d29a2","MBSF16",0.00039881242522267,1,"Wastewater_Daphnia","LRV_8.5_3","D3","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"99","64103f6795b02ed78383eea1ab6d29a2","MBSF9",0.000398688756977053,3,"Wastewater_Daphnia","LRV_0_1","D3","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"100","64103f6795b02ed78383eea1ab6d29a2","MBSF13",0.000310531452399965,1,"Wastewater_Daphnia","LRV_8.5_3","D2","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"101","64103f6795b02ed78383eea1ab6d29a2","R2D2BW",0.000310283687943262,2,"Wastewater_Control","CONTROL","D2","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"102","64103f6795b02ed78383eea1ab6d29a2","MBSF6",0.000266347050206419,3,"Wastewater_Daphnia","LRV_0_1","D2","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"103","64103f6795b02ed78383eea1ab6d29a2","R2D1BW",0.000266075388026608,2,"Wastewater_Control","CONTROL","D1","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"104","64103f6795b02ed78383eea1ab6d29a2","MBSF26",0.000222005150519492,2,"Wastewater_Daphnia","LRV_12_3","D3","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"105","64103f6795b02ed78383eea1ab6d29a2","MBSF2",0.000132955149796135,2,"Wastewater_Daphnia","LRV_0_1","D1","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"106","64103f6795b02ed78383eea1ab6d29a2","MBSF5",8.86485528123753e-05,2,"Wastewater_Daphnia","LRV_0_1","D2","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"107","64103f6795b02ed78383eea1ab6d29a2","MBSF3",4.47447313078885e-05,3,"Wastewater_Daphnia","LRV_0_1","D1","d__Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"108","57b50e6e3ddfafe90166e29ca03d3259","R1D1BW",0.480078090336321,1,"Wastewater_Control","CONTROL","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"109","57b50e6e3ddfafe90166e29ca03d3259","MBSF22",0.473105405525254,1,"Wastewater_Daphnia","LRV_12_3","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"110","57b50e6e3ddfafe90166e29ca03d3259","MBSF10",0.416053541352717,1,"Wastewater_Daphnia","LRV_8.5_3","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"111","57b50e6e3ddfafe90166e29ca03d3259","MBSF1",0.413814561294337,1,"Wastewater_Daphnia","LRV_0_1","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"112","57b50e6e3ddfafe90166e29ca03d3259","MBSF8",0.386646581897125,2,"Wastewater_Daphnia","LRV_0_1","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"113","57b50e6e3ddfafe90166e29ca03d3259","MBSF31",0.382648766006469,1,"Wastewater_Daphnia","LR2_36_1","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"114","57b50e6e3ddfafe90166e29ca03d3259","MBSF4",0.37020125897686,1,"Wastewater_Daphnia","LRV_0_1","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"115","57b50e6e3ddfafe90166e29ca03d3259","MBSF16",0.365267869012275,1,"Wastewater_Daphnia","LRV_8.5_3","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"116","57b50e6e3ddfafe90166e29ca03d3259","MBSF9",0.347390803579339,3,"Wastewater_Daphnia","LRV_0_1","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"117","57b50e6e3ddfafe90166e29ca03d3259","MBSF28",0.341754136274684,1,"Wastewater_Daphnia","LR2_36_1","D1","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"118","57b50e6e3ddfafe90166e29ca03d3259","MBSF13",0.338213113299619,1,"Wastewater_Daphnia","LRV_8.5_3","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"119","57b50e6e3ddfafe90166e29ca03d3259","MBSF5",0.337972607597181,2,"Wastewater_Daphnia","LRV_0_1","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"120","57b50e6e3ddfafe90166e29ca03d3259","MBSF7",0.324868146966272,1,"Wastewater_Daphnia","LRV_0_1","D3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"121","57b50e6e3ddfafe90166e29ca03d3259","MBSF6",0.319749633772806,3,"Wastewater_Daphnia","LRV_0_1","D2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
